Name,Ratings,Position,Version,PS,SKI,WF,WR,PAC,SHO,PAS,DRI,DEF,PHY,Body,Popularity,BS,IGS,Club,League,Country
Dudu,57,ST,Normal,200,3,3,M \ M,75,54,50,62,21,59,"172cm | 5'7""",0,321,1437,Kashiwa Reysol,Meiji Yasuda J1,Brazil
Dyson,57,CM,Normal,550,3,2,M \ M,57,45,58,56,57,66,"188cm | 6'2""",1,339,1524,Swansea City,Premier League,Wales
Jackson,57,CB,Normal,200,2,3,M \ M,63,24,27,41,58,58,"180cm | 5'10""",0,271,1224,MK Dons,Football League,England
Staude,57,CAM,Normal,200,3,3,M \ M,66,50,54,60,45,48,"176cm | 5'9""",0,323,1451,Arm. Bielefeld,Bundesliga 2,Germany
Van der Heyden,57,CDM,Normal,200,2,3,M \ H,56,34,55,52,54,62,"185cm | 6'0""",0,313,1406,KV Oostende,Pro League,Belgium
Choi Myeong Jin,57,CAM,Normal,200,3,3,H \ L,64,51,54,60,32,50,"178cm | 5'10""",0,311,1407,Seongnam FC,K LEAGUE Classic,Korea Republic
Halme,57,CB,Normal,200,2,3,M \ M,50,18,35,41,55,69,"193cm | 6'3""",0,268,1168,HJK Helsinki,Finnliiga,Finland
Järvenpää,57,RB,Normal,0,2,3,M \ M,70,26,41,43,55,66,"182cm | 5'11""",0,301,1324,HJK Helsinki,Finnliiga,Finland
Lingman,57,RW,Normal,200,2,3,M \ M,70,46,50,63,29,56,"174cm | 5'8""",0,314,1423,HJK Helsinki,Finnliiga,Finland
Dahlström,57,CM,Normal,200,2,3,M \ M,70,46,53,60,50,59,"181cm | 5'11""",0,338,1477,HJK Helsinki,Finnliiga,Finland
Lappalainen,57,ST,Normal,200,2,3,M \ M,77,54,42,57,18,61,"183cm | 6'0""",0,309,1353,HJK Helsinki,Finnliiga,Finland
Schubert,57,GK,Normal,200,1,3,M \ M,64,58,51,64,48,44,"186cm | 6'1""",0,329,685,Dresden,Bundesliga 2,Germany
Dannevang,57,GK,Normal,200,1,3,M \ M,54,57,64,62,25,50,"195cm | 6'4""",0,312,585,AC Horsens,Alka Superliga,Denmark
Larsen,57,GK,Normal,200,1,2,M \ M,58,52,60,57,16,58,"186cm | 6'1""",0,301,590,Lyngby BK,Alka Superliga,Denmark
Enghardt,57,LB,Normal,200,2,2,M \ H,63,27,40,54,59,62,"186cm | 6'1""",0,305,1341,Randers FC,Alka Superliga,Denmark
Rieger,57,GK,Normal,200,1,2,M \ M,60,54,59,59,28,52,"185cm | 6'0""",1,312,648,SKN St. Pölten,O. Bundesliga,Austria
Muskwe,57,ST,Normal,200,3,3,M \ M,65,53,45,55,29,55,"183cm | 6'0""",1,302,1364,Leicester City,Premier League,England
Kryczka,57,GK,Normal,200,1,2,M \ M,59,58,65,62,16,54,"194cm | 6'4""",0,314,542,Wisła Płock ,Ekstraklasa,Poland
Coucke,57,GK,Normal,200,1,2,M \ M,60,54,55,56,23,55,"187cm | 6'1""",0,303,589,KRC Genk,Pro League,Belgium
Heinrich,57,LM,Normal,200,3,4,M \ M,67,56,52,60,28,48,"180cm | 5'10""",0,311,1375,1860 Munich,Bundesliga 2,Germany
Smith,57,LW,Normal,10K,3,2,H \ M,79,54,47,59,25,48,"178cm | 5'10""",0,312,1367,Cheltenham Town,Football League 2,England
Koyama,57,LB,Normal,200,2,2,M \ M,78,27,45,42,54,53,"174cm | 5'8""",0,299,1308,F.C. Tokyo,Meiji Yasuda J1,Japan
Nys,57,LB,Normal,200,2,3,H \ M,69,46,54,57,54,58,"180cm | 5'10""",0,338,1536,Waasl.-Beveren,Pro League,Belgium
Ito Mavitidi,57,CDM,Normal,200,2,3,M \ M,69,33,50,57,55,62,"178cm | 5'10""",0,326,1420,Waasl.-Beveren,Pro League,Belgium
Al Rashdi,57,CDM,Normal,200,2,3,M \ H,53,33,45,48,55,72,"170cm | 5'6""",0,306,1378,Ettifaq FC,ALJ League,Saudi Arabia
Janelt,57,CDM,Normal,1.4K,2,3,H \ M,57,45,53,53,50,65,"184cm | 6'0""",0,323,1506,RB Leipzig,Bundesliga,Germany
Stolc,57,CB,Normal,200,2,3,M \ M,61,22,50,50,56,59,"186cm | 6'1""",0,298,1344,Arka Gdynia,Ekstraklasa,Poland
Mokondelela,57,CF,Normal,200,3,3,M \ M,68,49,60,59,19,53,"178cm | 5'10""",0,308,1367,Orlando Pirates,South African FL,South Africa
Sabak,57,CAM,Normal,200,3,3,M \ L,77,40,50,64,23,40,"176cm | 5'9""",0,294,1321,KRC Genk,Pro League,Belgium
Fisch,57,LM,Normal,350,3,4,M \ M,60,46,55,61,41,42,"179cm | 5'10""",0,305,1353,Darmstadt,Bundesliga,Germany
Niemeijer,57,CAM,Normal,200,3,3,H \ M,66,48,56,56,41,47,"176cm | 5'9""",1,314,1427,Heracles Almelo,Eredivisie,Netherlands
Sulley,57,ST,Normal,200,3,3,M \ M,47,54,36,60,26,67,"190cm | 6'2""",0,290,1291,Legia Warszawa,Ekstraklasa,Ghana
Masalskiy,57,CB,Normal,200,2,2,M \ M,59,29,30,37,57,64,"190cm | 6'2""",0,276,1236,Krylya Sovetov,Russian League,Russia
Golenkov,57,ST,Normal,200,3,3,M \ M,54,55,43,49,28,65,"189cm | 6'2""",0,294,1316,Krylya Sovetov,Russian League,Russia
Rathbone,57,CM,Normal,200,3,3,M \ M,67,49,57,56,38,56,"176cm | 5'9""",0,323,1461,Rochdale,Football League,England
Raghfawi,57,LB,Normal,1K,2,2,L \ M,87,24,47,42,52,50,"177cm | 5'9""",0,302,1335,Al-Shabab,ALJ League,Saudi Arabia
Geiger,57,CM,Normal,200,2,3,M \ M,62,42,58,58,45,45,"172cm | 5'7""",0,310,1445,1899 Hoffenheim,Bundesliga,Germany
Wouters,57,ST,Normal,1.7K,2,3,H \ M,60,58,48,56,23,44,"180cm | 5'10""",0,289,1318,Willem II,Eredivisie,Netherlands
Al Mutairi,57,LB,Normal,200,2,3,H \ M,85,25,45,51,52,51,"173cm | 5'8""",0,309,1374,Al Batin,ALJ League,Saudi Arabia
Al Dafeeri,57,CB,Normal,200,2,3,M \ M,64,44,52,56,57,61,"184cm | 6'0""",0,334,1485,Al Batin,ALJ League,Saudi Arabia
Fane,57,CDM,Normal,200,2,3,M \ H,75,41,51,53,52,72,"193cm | 6'3""",0,344,1506,Oldham Athletic,Football League,France
Khurtsidze,57,CM,Normal,200,3,2,M \ M,66,42,59,60,56,58,"177cm | 5'9""",0,341,1550,Amkar Perm,Russian League,Russia
Havertz,57,CAM,Normal,300,3,3,M \ M,61,48,55,60,39,53,"187cm | 6'1""",3,316,1409,Bayer 04,Bundesliga,Germany
Eralp,57,CM,Normal,1.5K,3,3,H \ M,65,51,58,63,46,52,"175cm | 5'8""",0,335,1538,Gençlerbirliği,Süper Lig,Turkey
Öktem,57,CM,Normal,200,2,3,M \ M,62,43,58,62,55,60,"175cm | 5'8""",0,340,1531,Alanyaspor,Süper Lig,Turkey
O'Hanlon,57,ST,Normal,6K,2,3,H \ M,66,53,39,51,27,62,"183cm | 6'0""",0,298,1319,Newport County,Football League 2,Republic of Ireland
Corcoran,57,ST,Normal,200,2,3,H \ M,64,56,39,57,21,63,"184cm | 6'0""",0,300,1387,Bohemians FC,SSE Airtricity League,Republic of Ireland
Hendry,57,CB,Normal,2.2K,2,2,M \ M,64,33,46,50,54,66,"188cm | 6'2""",0,313,1369,Wigan Athletic,EFL Championship,Scotland
Boyle,57,CB,Normal,9.5K,2,2,M \ M,58,27,31,33,58,63,"191cm | 6'3""",0,270,1202,Huddersfield,EFL Championship,Scotland
Duque,57,CM,Normal,200,2,3,M \ H,66,40,55,59,54,59,"173cm | 5'8""",0,333,1503,Millonarios FC,Liga Dimayor,Colombia
Smith,57,LW,Normal,3K,3,2,H \ M,79,54,47,59,25,48,"178cm | 5'10""",0,312,1367,Bristol City,EFL Championship,England
Choi Sung Keun,57,CDM,Normal,200,2,3,M \ M,73,38,50,57,52,70,"181cm | 5'11""",0,340,1476,Suwon Bluewings,K LEAGUE Classic,Korea Republic
Janelt,57,CDM,Normal,200,2,3,H \ M,57,45,53,53,50,65,"184cm | 6'0""",0,323,1506,VfL Bochum,Bundesliga 2,Germany
Boyle,57,CB,Normal,200,2,2,M \ M,58,27,31,33,58,63,"191cm | 6'3""",0,270,1202,Cheltenham Town,Football League 2,Scotland
Curran,57,ST,Normal,200,2,3,M \ L,61,59,44,57,18,59,"176cm | 5'9""",0,298,1350,Longford Town,SSE Airtricity League,Republic of Ireland
Cornick,57,RM,Normal,0,3,2,M \ M,82,52,47,57,28,56,"180cm | 5'10""",0,322,1378,Bournemouth,Premier League,England
O'Connell,57,CB,Normal,200,2,3,M \ M,57,27,31,47,57,64,"185cm | 6'0""",0,283,1233,Walsall,Football League,Republic of Ireland
McGrath,57,LW,Normal,200,3,3,M \ M,80,50,51,55,28,46,"175cm | 5'8""",0,310,1337,Dundalk,SSE Airtricity League,Republic of Ireland
Connolly,57,CB,Normal,200,2,2,M \ H,63,38,51,54,56,55,"183cm | 6'0""",0,317,1448,Wigan Athletic,EFL Championship,England
O'Sullivan,57,CM,Normal,200,2,3,M \ M,70,46,53,60,44,59,"180cm | 5'10""",0,332,1489,Colchester,Football League 2,Wales
Amadi-Holloway,57,ST,Normal,200,2,3,M \ M,71,53,45,58,51,68,"188cm | 6'2""",0,346,1501,Oldham Athletic,Football League,Wales
Matsubara,57,RB,Normal,200,2,3,M \ M,71,27,39,52,57,69,"180cm | 5'10""",0,315,1379,Yokohama F･M,Meiji Yasuda J1,Japan
Appiah,57,RW,Normal,200,4,1,M \ L,91,40,49,63,33,47,"180cm | 5'10""",0,323,1417,Central Coast,Hyundai A-League,Australia
Ajayi,57,CB,Normal,650,2,2,M \ M,66,23,28,41,56,71,"193cm | 6'3""",0,285,1196,Rotherham Utd,EFL Championship,Nigeria
Götesson,57,ST,Normal,200,2,2,H \ M,71,57,47,57,23,53,"181cm | 5'11""",0,308,1403,Falkenbergs FF,Allsvenskan,Sweden
Liburd,57,ST,Normal,200,2,2,M \ M,63,54,40,47,29,69,"193cm | 6'3""",0,302,1338,Leyton Orient,Football League 2,England
Hunt,57,RB,Normal,200,2,4,H \ M,67,29,40,55,56,57,"171cm | 5'7""",0,304,1364,Oldham Athletic,Football League,England
Wootton,57,ST,Normal,200,2,3,L \ L,64,54,37,51,24,61,"188cm | 6'2""",0,291,1322,Cheltenham Town,Football League 2,England
Alpsoy,57,CDM,Normal,200,2,3,M \ H,71,40,51,51,53,70,"185cm | 6'0""",0,336,1485,Antalyaspor,Süper Lig,Switzerland
Cornick,57,RM,Normal,200,3,2,M \ M,82,52,47,57,28,56,"180cm | 5'10""",0,322,1378,Gillingham,Football League,England
Kim Kyo Bin,57,GK,Normal,200,1,3,M \ M,54,59,56,59,33,56,"193cm | 6'3""",0,317,717,Pohang Steelers,K LEAGUE Classic,Korea Republic
O'Neill,57,CM,Normal,500,2,2,M \ M,65,45,53,54,49,56,"178cm | 5'10""",0,322,1446,Oldham Athletic,Football League,Australia
O'Hanlon,57,ST,Normal,200,2,3,H \ M,66,53,39,51,27,62,"183cm | 6'0""",0,298,1319,St. Pats,SSE Airtricity League,Republic of Ireland
Heath,57,CDM,Normal,200,2,2,M \ M,66,50,59,61,47,60,"180cm | 5'10""",0,343,1555,Atlanta United,MLS,England
Tomlinson,57,ST,Normal,200,2,3,H \ H,73,52,39,57,18,70,"173cm | 5'8""",0,309,1364,Carlisle United,Football League 2,England
Hall,57,GK,Normal,200,1,2,M \ M,55,55,50,62,34,57,"195cm | 6'4""",0,313,622,WS Wanderers,Hyundai A-League,Australia
Gallon,57,GK,Normal,200,1,2,M \ M,62,52,55,62,40,50,"186cm | 6'1""",0,321,731,US Orléans,Domino's Ligue 2,France
Beautyman,57,RM,Normal,200,2,3,M \ M,66,48,59,55,27,57,"180cm | 5'10""",0,312,1368,Stevenage,Football League 2,England
Pollersbeck,57,GK,Normal,4.7K,1,2,M \ M,60,53,54,59,24,51,"195cm | 6'4""",1,301,641,Hamburger SV,Bundesliga,Germany
Ingelsson,57,RM,Normal,800,2,3,M \ M,67,47,54,57,25,52,"189cm | 6'2""",0,302,1333,Udinese,Calcio A,Sweden
Burnic,57,CDM,Normal,200,3,3,M \ M,68,41,57,64,51,49,"185cm | 6'0""",0,330,1512,VfB Stuttgart,Bundesliga 2,Germany
Da Costa,57,ST,Normal,200,3,3,M \ M,65,61,44,59,22,50,"182cm | 5'11""",1,301,1341,RC Strasbourg,Domino's Ligue 2,Cape Verde Islands
Dobson,57,CM,Normal,200,2,3,M \ M,57,28,51,54,53,59,"185cm | 6'0""",0,302,1325,Sparta Rotterdam,Eredivisie,England
Mandash,57,RM,Normal,200,3,4,M \ M,74,59,46,63,18,48,"175cm | 5'8""",0,308,1383,Al-Faisaly,ALJ League,Saudi Arabia
Schubert,57,ST,Normal,200,3,3,H \ L,52,61,41,49,24,66,"194cm | 6'4""",0,293,1329,SK Sturm Graz,O. Bundesliga,Austria
O'Connell,57,CB,Normal,200,2,3,M \ M,57,27,31,47,57,64,"185cm | 6'0""",0,283,1233,Bury,Football League,Republic of Ireland
Hendry,57,CB,Normal,200,2,2,M \ M,64,33,46,50,54,66,"188cm | 6'2""",0,313,1369,Dundee FC,Scottish Prem,Scotland
O'Connor,57,LB,Normal,200,3,3,H \ M,58,37,51,56,53,57,"180cm | 5'10""",0,312,1431,Preston,EFL Championship,Republic of Ireland
Burton,57,GK,Normal,200,1,3,M \ M,58,56,54,60,35,55,188,0,0,739,Hull City,Premier League,England
Serraiocco,57,GK,Normal,200,1,2,M \ M,58,55,49,61,43,53,191,0,0,778,Carpi,Calcio B,Italy
O'Neill,57,CM,Normal,200,2,2,M \ M,65,45,53,54,49,56,178,0,0,1446,Fleetwood Town,Football League,Australia
Chapman,57,LM,Normal,200,3,3,M \ M,68,43,58,56,37,47,177,0,0,1394,Blackburn Rvrs,EFL Championship,England
Cornick,57,RM,Normal,200,3,2,M \ M,82,52,47,57,28,56,180,0,0,1378,Luton Town,Football League 2,England
Bamert,57,CB,Normal,200,2,3,M \ M,62,26,40,50,59,55,183,0,0,1309,FC Sion,Raiffeisen SL,Switzerland
Orejuela,57,RB,Normal,200,2,3,M \ M,66,25,45,46,58,64,179,0,0,1344,Ajax,Eredivisie,Colombia
Donnellan,57,CB,Normal,200,2,3,M \ M,56,34,37,42,61,48,"183cm | 6'0""",0,278,1315,Walsall,Football League,Republic of Ireland
Kuru,56,GK,Normal,200,1,2,M \ M,47,52,64,60,36,53,"187cm | 6'1""",0,312,721,SKN St. Pölten,O. Bundesliga,Austria
Mulcahy,56,CDM,Normal,200,2,3,M \ H,32,48,54,50,56,52,"182cm | 5'11""",0,292,1421,Cork City,SSE Airtricity League,Republic of Ireland
Jensen,56,GK,Normal,200,1,3,M \ M,53,68,68,44,35,52,"188cm | 6'2""",0,320,714,Esbjerg fB,Alka Superliga,Denmark
Russo,56,GK,Normal,200,1,3,M \ M,49,53,53,58,45,60,"188cm | 6'2""",0,318,761,FC Lugano,Raiffeisen SL,Italy
McHugh,56,ST,Normal,10K,2,4,H \ L,54,56,50,55,22,49,"178cm | 5'10""",0,286,1341,Finn Harps,SSE Airtricity League,Republic of Ireland
Morgan-Smith,56,ST,Normal,200,3,3,M \ M,68,57,37,55,31,54,"183cm | 6'0""",0,302,1364,Cheltenham Town,Football League 2,England
Molyneux,56,LM,Normal,200,2,2,M \ M,68,51,56,54,49,62,"186cm | 6'1""",0,340,1537,Morecambe,Football League 2,England
Puddy,56,GK,Normal,4.8K,1,2,M \ M,57,56,62,60,55,56,"185cm | 6'0""",-1,346,746,Bristol Rovers,Football League,England
Powell,56,LB,Normal,200,2,3,M \ M,55,42,49,54,53,63,"175cm | 5'8""",0,316,1439,Longford Town,SSE Airtricity League,Republic of Ireland
Haverty,56,CB,Normal,200,2,3,L \ H,40,42,48,50,54,61,"181cm | 5'11""",0,295,1369,Longford Town,SSE Airtricity League,Republic of Ireland
Hong Jung Nam,56,GK,Normal,200,1,3,M \ M,58,54,58,49,35,53,"186cm | 6'1""",0,307,739,Jeonbuk FC,K LEAGUE Classic,Korea Republic
Turley,56,CB,Normal,200,2,3,M \ M,57,33,42,40,54,67,"185cm | 6'0""",0,293,1314,Newport County,Football League 2,England
Yamada,56,CM,Normal,200,2,3,M \ M,76,43,48,64,37,63,"168cm | 5'6""",0,331,1519,Shonan Bellmare,Meiji Yasuda J1,Japan
Maslov,56,ST,Normal,3.4K,3,4,M \ M,64,52,42,62,22,59,"177cm | 5'9""",1,301,1405,Arsenal Tula,Russian League,Russia
Last,56,CB,Normal,3.4K,2,2,L \ H,34,29,31,31,57,62,"188cm | 6'2""",0,244,1115,Wexford Youths,SSE Airtricity League,Republic of Ireland
Kavanagh,56,CB,Normal,0,2,3,M \ M,71,51,55,52,54,54,"183cm | 6'0""",0,337,1498,Bohemians FC,SSE Airtricity League,Republic of Ireland
Cowan,56,ST,Normal,200,2,2,M \ M,91,52,40,57,23,55,"179cm | 5'10""",0,318,1384,Longford Town,SSE Airtricity League,United States
Rowe,56,CM,Normal,200,3,3,M \ M,71,50,53,58,45,55,"180cm | 5'10""",0,332,1473,Cheltenham Town,Football League 2,England
Grimes,56,LB,Normal,200,2,3,M \ M,55,42,52,47,55,64,"181cm | 5'11""",0,315,1414,Dundalk,SSE Airtricity League,Republic of Ireland
Yang Han Been,56,GK,Normal,200,1,3,M \ M,64,54,55,54,42,50,"194cm | 6'4""",0,319,763,FC Seoul,K LEAGUE Classic,Korea Republic
Devaney,56,LM,Normal,200,2,4,M \ M,59,55,50,56,34,52,"179cm | 5'10""",0,306,1357,Galway United,SSE Airtricity League,Republic of Ireland
Wilson,56,GK,Normal,0,1,2,M \ M,60,52,58,53,40,52,"186cm | 6'1""",0,315,729,Cardiff City,EFL Championship,England
Vassell,56,RM,Normal,250,2,2,H \ L,87,50,42,57,19,49,"175cm | 5'8""",0,304,1320,Luton Town,Football League 2,England
Malecki,56,GK,Normal,200,1,3,M \ M,59,54,52,58,46,52,"188cm | 6'2""",0,321,756,Górnik Łęczna,Ekstraklasa,Poland
Douglas,56,RB,Normal,200,2,3,M \ M,67,45,49,50,55,61,"191cm | 6'3""",0,327,1441,Bray Wanderers,SSE Airtricity League,Republic of Ireland
Lyons,56,ST,Normal,2K,2,3,M \ M,83,53,39,52,19,51,"173cm | 5'8""",0,297,1293,Bray Wanderers,SSE Airtricity League,Republic of Ireland
Turner,56,RM,Normal,10K,3,4,M \ M,63,50,55,55,51,64,"182cm | 5'11""",0,338,1538,Cork City,SSE Airtricity League,Republic of Ireland
Hanlon,56,RM,Normal,200,3,4,H \ M,71,48,50,54,24,51,"175cm | 5'8""",0,298,1329,Finn Harps,SSE Airtricity League,Republic of Ireland
Scully,56,ST,Normal,200,2,2,H \ M,38,55,53,54,33,58,"177cm | 5'9""",0,291,1398,Finn Harps,SSE Airtricity League,Republic of Ireland
Wharton,56,CM,Normal,7.9K,2,3,M \ H,60,42,53,59,40,57,"178cm | 5'10""",0,311,1422,Cardiff City,EFL Championship,Wales
Mariani,56,CM,Normal,200,2,3,M \ M,72,48,52,63,42,58,"176cm | 5'9""",0,335,1472,FC Lugano,Raiffeisen SL,Switzerland
Al Munaif,56,ST,Normal,200,2,3,M \ L,73,56,40,51,28,67,"176cm | 5'9""",0,315,1394,Al-Faisaly,ALJ League,Saudi Arabia
Osvold,56,ST,Normal,200,2,3,M \ L,59,57,38,49,19,57,"187cm | 6'1""",0,279,1289,FK Bodø/Glimt,Tippeligaen,Norway
Mulligan,56,LM,Normal,10K,2,3,M \ M,65,44,53,56,43,52,"170cm | 5'6""",0,313,1432,Wexford Youths,SSE Airtricity League,Republic of Ireland
McNamee,56,LM,Normal,200,2,2,M \ L,73,49,52,56,19,49,"172cm | 5'7""",0,298,1355,Finn Harps,SSE Airtricity League,Republic of Ireland
Sadlier,56,CAM,Normal,2K,2,2,M \ M,67,53,51,58,20,51,"178cm | 5'10""",0,300,1353,Sligo Rovers,SSE Airtricity League,Republic of Ireland
Majrashi,56,LM,Normal,9.9K,2,3,H \ M,67,57,43,58,21,70,"180cm | 5'10""",0,316,1393,Al-Ahli,ALJ League,Saudi Arabia
Lucic,56,GK,Normal,200,1,3,M \ M,54,47,50,57,38,59,"193cm | 6'3""",0,305,713,Bristol City,EFL Championship,Austria
Belford,56,GK,Normal,200,1,2,M \ M,55,56,47,58,27,54,"184cm | 6'0""",0,297,671,Swindon Town,Football League,England
Nielsen,56,CM,Normal,200,2,3,M \ M,73,50,54,60,45,61,"183cm | 6'0""",0,343,1537,Esbjerg fB,Alka Superliga,Denmark
Al Sultan,56,LM,Normal,200,3,3,M \ M,68,36,50,57,41,62,"168cm | 5'6""",0,314,1397,Al-Fateh,ALJ League,Saudi Arabia
Al Fahad,56,CDM,Normal,200,2,3,M \ H,72,52,47,49,54,63,"177cm | 5'9""",0,337,1507,Al-Shabab,ALJ League,Saudi Arabia
Hägg-Johansson,56,GK,Normal,200,1,3,M \ M,55,56,57,54,35,57,"189cm | 6'2""",0,314,670,Kalmar FF,Allsvenskan,Sweden
Al Taweel,56,GK,Normal,200,1,1,M \ M,56,53,62,56,41,52,"180cm | 5'10""",0,320,723,Al-Khaleej,ALJ League,Saudi Arabia
Miszczuk,56,GK,Normal,200,1,2,M \ M,58,51,54,59,45,51,"186cm | 6'1""",0,318,792,Ruch Chorzów,Ekstraklasa,Poland
Hendrie,56,RB,Normal,200,2,3,M \ M,69,34,50,54,52,58,"178cm | 5'10""",0,317,1448,Kilmarnock,Scottish Prem,England
Morris,56,CM,Normal,0,2,3,M \ M,69,40,53,53,51,60,"182cm | 5'11""",0,326,1457,Middlesbrough,Premier League,England
Al Mousa,56,CM,Normal,200,2,3,M \ M,63,50,50,52,38,70,"170cm | 5'6""",0,323,1449,Al-Fateh,ALJ League,Saudi Arabia
Al Khaibary,56,ST,Normal,7.5K,2,2,M \ M,77,55,38,54,20,53,"179cm | 5'10""",0,297,1312,Al-Faisaly,ALJ League,Saudi Arabia
Barnes,56,GK,Normal,200,1,3,M \ M,59,51,50,63,45,53,"193cm | 6'3""",0,321,670,Colchester,Football League 2,England
Rebenko,56,CB,Normal,1.6K,2,3,M \ M,75,30,34,39,57,57,"181cm | 5'11""",0,292,1336,Arsenal Tula,Russian League,Russia
Cornwall,56,CB,Normal,200,2,3,M \ M,58,28,47,52,57,58,"183cm | 6'0""",0,300,1340,Shamrock Rovers,SSE Airtricity League,Republic of Ireland
Weir,56,CAM,Normal,3K,2,2,M \ M,66,41,51,62,38,52,"177cm | 5'9""",0,310,1395,Hull City,Premier League,England
Wallens,56,GK,Normal,200,1,3,M \ M,52,57,55,52,38,62,"190cm | 6'2""",0,316,724,Deportivo Cali,Liga Dimayor,Colombia
Mullin,56,ST,Normal,200,2,2,H \ M,62,55,39,51,22,51,"178cm | 5'10""",0,280,1299,Morecambe,Football League 2,England
Mancini,56,LW,Normal,0,3,3,M \ M,70,42,45,65,18,44,"165cm | 5'4""",0,284,1291,Pescara,Calcio A,Italy
Chapman,56,GK,Normal,200,1,1,M \ M,63,50,51,55,31,57,"203cm | 6'7""",0,307,631,Accrington,Football League 2,England
Daniels,56,LM,Normal,1K,3,3,H \ M,70,52,49,57,38,56,"174cm | 5'8""",0,322,1434,Derry City,SSE Airtricity League,Northern Ireland
Scully,56,GK,Normal,200,1,3,M \ M,59,53,50,57,43,54,"185cm | 6'0""",0,316,739,Partick Thistle,Scottish Prem,Scotland
Daí,56,RB,Normal,200,2,2,M \ M,60,28,35,51,57,65,"178cm | 5'10""",0,296,1324,Trapani,Calcio B,Italy
Al Khudair,56,CM,Normal,200,2,3,M \ M,50,50,59,55,42,53,"178cm | 5'10""",0,309,1415,Al-Ittihad,ALJ League,Saudi Arabia
Kenyon,56,CM,Normal,200,2,2,L \ M,63,44,53,57,53,68,"180cm | 5'10""",0,338,1504,Morecambe,Football League 2,England
Randall,56,RB,Normal,6K,3,4,M \ M,64,49,53,56,53,62,"180cm | 5'10""",0,337,1488,Liverpool,Premier League,England
Dillon,56,CM,Normal,200,3,3,M \ M,66,53,55,57,49,55,"181cm | 5'11""",0,335,1546,Longford Town,SSE Airtricity League,Republic of Ireland
Martin,56,CAM,Normal,10K,3,3,M \ L,69,47,57,58,41,51,"180cm | 5'10""",0,323,1460,D.C. United,MLS,United States
Lumley,56,GK,Normal,4.6K,1,3,M \ M,56,59,56,56,43,50,"190cm | 6'2""",0,320,764,QPR,EFL Championship,England
Zemlo,56,CB,Normal,10K,2,3,M \ M,58,26,36,32,56,67,"190cm | 6'2""",1,275,1203,Wisła Kraków,Ekstraklasa,Poland
Lech,56,GK,Normal,200,1,2,M \ M,58,52,47,59,45,55,"190cm | 6'2""",0,316,752,Ruch Chorzów,Ekstraklasa,Poland
Griffin,56,LB,Normal,200,2,3,M \ M,68,31,47,54,54,54,"180cm | 5'10""",0,308,1386,Reading,EFL Championship,Republic of Ireland
Custodio,56,CDM,Normal,200,2,3,M \ M,64,40,51,55,52,63,"179cm | 5'10""",0,325,1468,FC Lausanne-Sport,Raiffeisen SL,Switzerland
Nizic,56,GK,Normal,200,1,2,M \ M,58,53,53,57,40,50,"188cm | 6'2""",0,311,700,Morecambe,Football League 2,Australia
Komor,56,CB,Normal,200,2,3,M \ H,51,24,46,45,54,63,"190cm | 6'2""",0,283,1247,Górnik Łęczna,Ekstraklasa,Poland
Okwi,56,ST,Normal,200,2,3,M \ M,82,59,40,56,16,47,"179cm | 5'10""",0,300,1322,SønderjyskE,Alka Superliga,Uganda
Olesen,56,ST,Normal,200,2,4,H \ H,75,52,48,59,32,58,"178cm | 5'10""",1,324,1414,SønderjyskE,Alka Superliga,Denmark
Körber,56,GK,Normal,200,1,3,M \ M,59,53,50,57,33,55,"186cm | 6'1""",0,307,679,Hertha BSC,Bundesliga,Germany
Barrett Laursen,56,LB,Normal,200,2,3,M \ M,61,34,46,52,56,63,"179cm | 5'10""",0,312,1396,Odense Boldklub,Alka Superliga,Denmark
Kinsella,56,LB,Normal,200,2,3,M \ M,59,35,46,52,57,56,"175cm | 5'8""",0,305,1370,Colchester,Football League 2,England
Trojak,56,CM,Normal,200,2,3,M \ M,54,43,60,53,52,62,"191cm | 6'3""",0,324,1456,Ruch Chorzów,Ekstraklasa,Poland
Thomas,56,ST,Normal,200,2,3,M \ M,75,53,44,62,26,66,"173cm | 5'8""",0,326,1422,Coventry City,Football League,Wales
Brattberg,56,GK,Normal,200,1,2,M \ M,53,59,52,55,33,57,"198cm | 6'5""",0,309,700,Falkenbergs FF,Allsvenskan,Sweden
Robinson,56,CB,Normal,1.1K,2,2,L \ H,76,28,34,40,53,69,"175cm | 5'8""",0,300,1306,D.C. United,MLS,United States
Dudley,56,ST,Normal,200,2,3,M \ M,67,57,39,54,20,52,"178cm | 5'10""",0,289,1315,Bury,Football League,England
Sánchez,56,RM,Normal,4K,2,3,M \ L,66,52,46,56,23,53,"168cm | 5'6""",0,296,1363,Deportivo Pasto,Liga Dimayor,Colombia
Thomas,56,CM,Normal,0,3,3,M \ M,67,48,56,59,48,50,"170cm | 5'6""",0,328,1501,Motherwell,Scottish Prem,Scotland
Ayyildiz,56,LM,Normal,200,2,4,M \ M,67,50,50,57,28,54,"182cm | 5'11""",0,306,1322,Admira,O. Bundesliga,Austria
Torralvo,56,LM,Normal,200,2,3,M \ M,75,36,47,57,57,46,"174cm | 5'8""",0,318,1440,La Equidad,Liga Dimayor,Colombia
Cappelluzzo,56,ST,Normal,200,2,3,M \ M,56,55,34,49,22,65,"182cm | 5'11""",0,281,1268,Hellas Verona,Calcio B,Italy
